title,Cluster,genres,production_companies,popularity
Spectre,0,"Action, Adventure, Thriller","Columbia Pictures, Metro-Goldwyn-Mayer, Eon Productions",33.598
The Perks of Being a Wallflower,1,Drama,Mr. Mudd Production,40.616
Jumanji,0,"Adventure, Fantasy, Family","TriStar Pictures, Interscope Communications, Teitler Film, PolyGram Filmed Entertainment",13.444
Avatar: The Way of Water,0,"Science Fiction, Adventure, Action","20th Century Studios, Lightstorm Entertainment",241.285
X-Men Origins: Wolverine,0,"Adventure, Action, Thriller, Science Fiction","The Donners' Company, Seed Productions, 20th Century Fox",4.317
The Hangover Part II,2,Comedy,"Legendary Pictures, Green Hat Films, Warner Bros. Pictures",51.808
Sherlock Holmes: A Game of Shadows,0,"Adventure, Action, Crime, Mystery","Warner Bros. Pictures, Village Roadshow Pictures, Silver Pictures, Wigram Productions, Lin Pictures",31.501
The Fate of the Furious,0,"Action, Crime, Thriller","Original Film, One Race, Universal Pictures",56.124
John Wick: Chapter 3 - Parabellum,0,"Action, Thriller, Crime","Thunder Road, Lionsgate, 87Eleven",80.825
Kong: Skull Island,0,"Action, Adventure, Fantasy","Legendary Pictures, Tencent Pictures",39.514
Back to the Future Part III,0,"Adventure, Comedy, Science Fiction","Universal Pictures, Amblin Entertainment",33.735
Men in Black 3,0,"Action, Comedy, Science Fiction","Columbia Pictures, Hemisphere Media Capital, Amblin Entertainment, Parkes+MacDonald Image Nation, Imagenation Abu Dhabi FZ",35.497
Maze Runner: The Scorch Trials,0,"Science Fiction, Action, Thriller, Adventure","Temple Hill Entertainment, Gotham Group, TSG Entertainment, 20th Century Fox",42.487
Full Metal Jacket,1,"Drama, War","Natant, Stanley Kubrick Productions, Warner Bros. Pictures",40.541
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),0,"Action, Crime","Warner Bros. Pictures, DC Films, LuckyChap Entertainment, Clubhouse Pictures, Kroll & Co Entertainment",49.33
21 Jump Street,0,"Action, Comedy, Crime","Columbia Pictures, Relativity Media, Original Film, Metro-Goldwyn-Mayer",31.405
Looper,0,"Action, Thriller, Science Fiction","TriStar Pictures, FilmDistrict, Endgame Entertainment, DMG Entertainment, Ram Bergman Productions, FilmNation Entertainment",31.34
The Usual Suspects,1,"Drama, Crime, Thriller","Bad Hat Harry Productions, Blue Parrot Productions",30.858
Zodiac,1,"Crime, Drama, Mystery, Thriller","Paramount, Phoenix Pictures, Warner Bros. Pictures",36.465
Kingsman: The Golden Circle,0,"Action, Adventure, Comedy","20th Century Fox, Marv Films, Cloudy Productions, TSG Entertainment, Shangri-La Entertainment",47.359
Jaws,2,"Horror, Thriller, Adventure","Zanuck/Brown Productions, Universal Pictures",34.492
Night at the Museum,0,"Action, Adventure, Comedy, Family, Fantasy","1492 Pictures, 21 Laps Entertainment, 20th Century Fox, Ingenious Media, Sun Canada Productions",39.701
Insurgent,0,"Action, Adventure, Science Fiction, Thriller","Summit Entertainment, Red Wagon Entertainment, Mandeville Films, NeoReel, Lionsgate",38.035
A Beautiful Mind,1,"Drama, Romance","Universal Pictures, Imagine Entertainment, DreamWorks Pictures",36.253
Soul,1,"Animation, Family, Comedy, Fantasy, Drama","Walt Disney Pictures, Pixar",48.876
Aladdin,0,"Adventure, Fantasy, Romance, Family","Walt Disney Pictures, Rideback",69.615
Dune,0,"Science Fiction, Adventure",Legendary Pictures,75.848
X2,0,"Adventure, Action, Science Fiction","The Donners' Company, Bad Hat Harry Productions, 20th Century Fox",1.157
Miss Peregrine's Home for Peculiar Children,0,"Fantasy, Adventure","Big Screen Productions, Chernin Entertainment, Tim Burton Productions, SCOPE Pictures, TSG Entertainment, Ingenious Media, 20th Century Fox, St. Petersburg Clearwater Film Commision",39.951
(500) Days of Summer,1,"Comedy, Drama, Romance","Fox Searchlight Pictures, Watermark Pictures, Dune Entertainment III",33.311
The Lion King,1,"Adventure, Drama, Family","Walt Disney Pictures, Fairview Entertainment",63.351
Star Trek,0,"Science Fiction, Action, Adventure","Paramount, Spyglass Entertainment, Bad Robot",43.385
Indiana Jones and the Last Crusade,0,"Adventure, Action","Paramount, Lucasfilm Ltd.",52.439
Black Widow,0,"Action, Adventure, Science Fiction",Marvel Studios,56.256
Beauty and the Beast,0,"Romance, Family, Animation, Fantasy","Walt Disney Pictures, Silver Screen Partners IV, Walt Disney Feature Animation",72.077
Men in Black II,0,"Action, Adventure, Comedy, Science Fiction","Columbia Pictures, Amblin Entertainment, Parkes+MacDonald Image Nation",32.556
Bird Box,1,"Horror, Thriller, Drama","Bluegrass Films, Chris Morgan Productions",27.913
The Fast and the Furious,0,"Action, Crime, Thriller","Ardustry Entertainment, Universal Pictures, Original Film, Mediastream Film GmbH & Co. Productions KG",5.398
Zack Snyder's Justice League,0,"Action, Adventure, Fantasy","Warner Bros. Pictures, The Stone Quarry, Atlas Entertainment, Access Entertainment, Dune Entertainment, DC Films",130.69
Venom: Let There Be Carnage,0,"Science Fiction, Action, Adventure","Marvel Entertainment, Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Arad Productions",89.985
Toy Story 4,0,"Family, Adventure, Animation, Comedy, Fantasy","Walt Disney Pictures, Pixar",61.083
Ice Age: The Meltdown,0,"Animation, Family, Comedy, Adventure","20th Century Fox Animation, Blue Sky Studios, 20th Century Fox",54.381
Godzilla vs. Kong,0,"Action, Science Fiction, Thriller",Legendary Pictures,99.005
Frozen II,0,"Family, Animation, Adventure, Comedy, Fantasy","Walt Disney Pictures, Walt Disney Animation Studios",70.221
Star Wars: The Rise of Skywalker,0,"Adventure, Action, Science Fiction","Lucasfilm Ltd., Bad Robot",89.699
Into the Wild,1,"Adventure, Drama","River Road Entertainment, Paramount Vantage, Into the Wild, The Linson Company, Square One C.I.H.",30.993
Trainspotting,1,"Drama, Crime","Noel Gay Motion Picture Company, Figment Films, Film4 Productions, Miramax",27.042
X-Men: The Last Stand,0,"Adventure, Action, Science Fiction, Thriller","The Donners' Company, 20th Century Fox",1.071
The Wolverine,0,"Action, Science Fiction, Adventure, Fantasy","The Donners' Company, 20th Century Fox",7.797
Hidden Figures,1,"Drama, History","Fox 2000 Pictures, Levantine Films, Chernin Entertainment, 20th Century Fox",70.299
Hancock,0,"Fantasy, Action","GH Three, Columbia Pictures, Relativity Media, Blue Light, Weed Road Pictures, Forward Pass, Overbrook Entertainment",29.808
How to Train Your Dragon 2,0,"Fantasy, Action, Adventure, Animation, Comedy, Family","DreamWorks Animation, Mad Hatter Entertainment, Vertigo Entertainment, 20th Century Fox",42.798
Sonic the Hedgehog,0,"Action, Science Fiction, Comedy, Family","Original Film, Blur Studio, Marza Animation Planet, Paramount, SEGA",53.708
Million Dollar Baby,1,Drama,"Lakeshore Entertainment, Malpaso Productions, Epsilon Motion Pictures, Albert S. Ruddy Productions, Warner Bros. Pictures",20.717
The Greatest Showman,1,Drama,"Chernin Entertainment, 20th Century Fox, TSG Entertainment",33.346
Shazam!,0,"Action, Comedy, Fantasy","New Line Cinema, The Safran Company, Seven Bucks Productions, DC Films",32.755
Aliens,0,"Action, Thriller, Science Fiction","Brandywine Productions, SLM Production Group, 20th Century Fox",49.209
Tenet,0,"Action, Thriller, Science Fiction","Warner Bros. Pictures, Syncopy",44.025
Jojo Rabbit,1,"Comedy, War, Drama","Fox Searchlight Pictures, Defender Films, Piki Films, TSG Entertainment, Czech Anglo Productions",22.567
District 9,2,Science Fiction,"TriStar Pictures, Block / Hanson, WingNut Films, District 9",35.709
Howl's Moving Castle,0,"Fantasy, Animation, Adventure","Studio Ghibli, dentsu Music And Entertainment, Mitsubishi, Nippon Television Network Corporation, TFC, Tokuma Shoten, d-rights",79.888
Room,1,"Drama, Thriller","Elevation Pictures, Téléfilm Canada, Element Pictures, FilmNation Entertainment, No Trace Camping, Film4 Productions, Fís Éireann/Screen Ireland",17.002
The Da Vinci Code,2,"Thriller, Mystery","Imagine Entertainment, Skylark Productions",30.602
The Bourne Identity,1,"Action, Drama, Mystery, Thriller","Universal Pictures, Hypnotic, Kalima Productions, Stillking Films, The Kennedy/Marshall Company",31.217
Encanto,0,"Animation, Comedy, Family, Fantasy","Walt Disney Animation Studios, Walt Disney Pictures",147.124
Star Trek Into Darkness,0,"Action, Adventure, Science Fiction","Bad Robot, Paramount, Skydance",35.898
The Batman,2,"Crime, Mystery, Thriller","6th & Idaho, Dylan Clark Productions, DC Films, Warner Bros. Pictures",100.817
A Bug's Life,0,"Adventure, Animation, Comedy, Family","Pixar, Walt Disney Pictures",58.168
Cruella,2,"Comedy, Crime","Walt Disney Pictures, Gunn Films, Marc Platt Productions",77.792
Indiana Jones and the Temple of Doom,0,"Adventure, Action","Paramount, Lucasfilm Ltd.",53.304
Watchmen,0,"Action, Mystery, Science Fiction","DC Comics, Lawrence Gordon Productions, Legendary Pictures, Warner Bros. Pictures, Paramount, Cruel & Unusual Films",52.384
The Nightmare Before Christmas,0,"Fantasy, Animation, Family","Tim Burton Productions, Skellington Productions Inc., Touchstone Pictures, Walt Disney Pictures",106.816
Shang-Chi and the Legend of the Ten Rings,0,"Action, Adventure, Fantasy",Marvel Studios,89.764
Alita: Battle Angel,0,"Action, Science Fiction, Adventure","Troublemaker Studios, Lightstorm Entertainment, 20th Century Fox, TSG Entertainment",47.667
Godzilla,1,"Action, Drama, Science Fiction",Legendary Pictures,44.153
The Pianist,1,"Drama, War","Canal+ Polska, Bac Films, Heritage Films, Studio Babelsberg, Agencja Produkcji Filmowej, FFF Bayern, Filmboard Berlin-Brandenburg (FBB), R.P. Productions, StudioCanal, Canal+, TVP, Runteam, FFA",49.528
The Mummy,0,"Adventure, Action, Fantasy","Universal Pictures, Alphaville Films",55.481
The Big Short,1,"Comedy, Drama","Plan B Entertainment, Paramount, Regency Enterprises",34.348
Shrek the Third,0,"Fantasy, Adventure, Animation, Comedy, Family","DreamWorks Animation, Pacific Data Images, Paramount",60.817
We're the Millers,2,"Comedy, Crime","Vincent Newman Entertainment, New Line Cinema, Newman/Tooley Films, Slap Happy Productions (II), BenderSpink, Heyday Films, Warner Bros. Pictures, Warner Bros. Entertainment",32.293
The Twilight Saga: Breaking Dawn - Part 1,0,"Adventure, Fantasy, Romance","Summit Entertainment, Sunswept Entertainment, TSBD Canada Productions, TSBD Louisiana, TSBD Productions, Temple Hill Entertainment, Total Entertainment",79.868
The Twilight Saga: Eclipse,1,"Adventure, Fantasy, Drama, Romance","Summit Entertainment, Temple Hill Entertainment, Imprint Entertainment, Maverick Films, Sunswept Entertainment",55.604
Corpse Bride,2,"Romance, Fantasy, Animation","Tim Burton Productions, Laika Entertainment, Patalex Productions, Warner Bros. Pictures, Will Vinton Studios, Tim Burton Animation Company",77.94
The King's Speech,1,"Drama, History","The Weinstein Company, UK Film Council, Momentum Pictures, Aegis Film Fund, Molinare Investment, FilmNation Entertainment, See-Saw Films, Bedlam Productions",29.833
The Equalizer,0,"Thriller, Action, Crime","Lonetree Entertainment, Columbia Pictures, Village Roadshow Pictures, Escape Artists, LStar Capital, Mace Neufeld Productions",186.613
Ghostbusters,2,"Comedy, Fantasy","Columbia Pictures, Delphi Films, Black Rhino Productions",29.78
To All the Boys I've Loved Before,2,"Comedy, Romance","Awesomeness Films, Overbrook Entertainment",38.926
Hotel Transylvania,0,"Animation, Comedy, Family, Fantasy","Columbia Pictures, Sony Pictures Animation",50.394
San Andreas,1,"Action, Drama, Thriller","New Line Cinema, Village Roadshow Pictures, Flynn Picture Company, Warner Bros. Pictures",142.742
War for the Planet of the Apes,1,"Drama, Science Fiction, War","20th Century Fox, TSG Entertainment, Chernin Entertainment",41.094
It Chapter Two,2,"Horror, Fantasy","New Line Cinema, Vertigo Entertainment, Double Dream, Rideback",72.553
Annihilation,2,"Science Fiction, Horror","DNA Films, Paramount, Scott Rudin Productions, Skydance",32.793
Doctor Strange in the Multiverse of Madness,0,"Fantasy, Action, Adventure","Marvel Studios, Kevin Feige Productions",96.53
Mean Girls,2,Comedy,"Broadway Video, Paramount, M.G. Films",56.332
Solo: A Star Wars Story,0,"Science Fiction, Adventure, Action","Lucasfilm Ltd., Allison Shearmur Productions, Imagine Entertainment",55.759
Terminator Genisys,0,"Science Fiction, Action, Thriller, Adventure","Skydance, Paramount, Annapurna Pictures",67.345
Sicario,0,"Action, Crime, Thriller","Thunder Road, Black Label Media, Lionsgate",43.821
Wonder Woman 1984,0,"Action, Adventure, Fantasy","Warner Bros. Pictures, The Stone Quarry, DC Films, Atlas Entertainment",48.128
Alien: Covenant,2,"Science Fiction, Horror, Mystery","Scott Free Productions, Brandywine Productions, 20th Century Fox",92.533
Glass,1,"Thriller, Drama, Science Fiction","Universal Pictures, Blumhouse Productions, Blinding Edge Pictures, Buena Vista International, Perfect World Pictures",31.843
Ocean's Eight,0,"Crime, Comedy, Action","Village Roadshow Pictures, Warner Bros. Pictures, Larger Than Life Productions, Rahway Road Productions, Smoke House Pictures",30.268
"Crazy, Stupid, Love.",1,"Comedy, Drama, Romance",Warner Bros. Pictures,39.835
The Conjuring 2,2,"Horror, Thriller","New Line Cinema, Dune Entertainment, The Safran Company, Evergreen Media Group, Atomic Monster",80.98
Spotlight,1,"Drama, History","Participant, Anonymous Content, Rocklin / Faust, First Look Media, Open Road Films, Entertainment One, Topic Studios, Seville International",20.159
Shaun of the Dead,2,"Horror, Comedy","WT2 Productions, StudioCanal, Working Title Films, Big Talk Productions, Film4 Productions, Rogue Pictures, Universal Pictures",46.212
"The Good, the Bad and the Ugly",2,Western,"United Artists, PEA, Arturo González Producciones Cinematográficas, Constantin Film",81.717
Argo,1,"Drama, Thriller","GK Films, Warner Bros. Pictures, Smoke House Pictures",17.552
Transformers: Dark of the Moon,0,"Action, Science Fiction, Adventure","Paramount, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production, Ian Bryce Productions",10.499
War of the Worlds,0,"Adventure, Thriller, Science Fiction","Paramount, Amblin Entertainment, Cruise/Wagner Productions, DreamWorks Pictures",40.932
Top Gun,1,"Romance, Drama, Action","Paramount, Don Simpson/Jerry Bruckheimer Films",50.029
Source Code,2,"Thriller, Science Fiction, Mystery","The Mark Gordon Company, Vendôme Pictures, Summit Entertainment, StudioCanal",31.922
The Suicide Squad,0,"Action, Comedy, Adventure","DC Films, Atlas Entertainment, The Safran Company, Warner Bros. Pictures",63.194
Ice Age: Dawn of the Dinosaurs,0,"Animation, Comedy, Family, Adventure","Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",57.649
The Jungle Book,1,"Family, Adventure, Drama, Fantasy","Walt Disney Pictures, Fairview Entertainment, Moving Picture Company",33.274
The Secret Life of Pets,0,"Adventure, Comedy, Animation, Family","Illumination, Universal Pictures",13.019
Free Guy,0,"Comedy, Adventure, Science Fiction","Berlanti Productions, 21 Laps Entertainment, Maximum Effort, Lit Entertainment Group, 20th Century Studios",62.599
Indiana Jones and the Kingdom of the Crystal Skull,0,"Adventure, Action","Paramount, Lucasfilm Ltd.",47.907
Luca,0,"Animation, Comedy, Fantasy, Adventure, Family","Pixar, Walt Disney Pictures",60.762
Fast Five,0,"Action, Thriller, Crime","Original Film, Universal Pictures, One Race",8.589
Ghost in the Shell,1,"Science Fiction, Drama, Action","Weying Galaxy Entertainment, Paramount, Shanghai Film Group, Reliance Entertainment, Grosvenor Park Productions, Steven Paul Production, Huahua Media, Seaside Entertainment, DreamWorks Pictures, Arad Productions",32.851
Bad Boys for Life,0,"Thriller, Action, Crime","Columbia Pictures, 2.0 Entertainment, Don Simpson/Jerry Bruckheimer Films, Overbrook Entertainment",46.619
Top Gun: Maverick,1,"Action, Drama","Skydance, Don Simpson/Jerry Bruckheimer Films, Paramount",126.291
Baywatch,0,"Comedy, Action, Crime","Uncharted, Paramount, Flynn Picture Company, Fremantle Productions, Seven Bucks Productions, Skydance, The Montecito Picture Company",45.123
Sin City,0,"Thriller, Action, Crime","Dimension Films, Troublemaker Studios, Miramax",42.369
Fifty Shades Freed,1,"Drama, Romance","Universal Pictures, Perfect World Pictures",93.385
Snow White and the Huntsman,1,"Adventure, Fantasy, Drama","Universal Pictures, Roth Films",34.976
Eternals,0,"Science Fiction, Action, Adventure",Marvel Studios,60.521
Apocalypse Now,1,"Drama, War","United Artists, American Zoetrope",37.715
22 Jump Street,0,"Crime, Comedy, Action","Columbia Pictures, Original Film, MRC, LStar Capital, Metro-Goldwyn-Mayer, Stephen J. Cannell Productions, 75 Year Plan Productions, Storyville Films, JHF Productions",23.367
Sing,2,"Animation, Comedy, Family, Music","Illumination, Universal Pictures, Fuji Television Network, dentsu",45.871
Chappie,0,"Crime, Action, Science Fiction","Columbia Pictures, MRC, LStar Capital, Simon Kinberg Productions, Genre Films, Alpha Core, Ollin Studio, Sony Pictures",34.709
